Name,State,Party,DW-Nominate,Legislative Efficacy Score,Misalignment,CR_mean,CR_std,CR_median,CR_97.5,CR_2.5,PR_mean,PR_std,PR_median,PR_97.5,PR_2.5,Combine_mean,Combine_std,Combine_median,Combine_97.5,Combine_2.5, K-S score
"Neal, Richard",ma,Democratic,-0.417,0.137083665,0.0,0.620779272879,0.0551925489939,0.62325216793,0.721007795112,0.500340870189,0.232988293217,0.0749200018035,0.219623771275,0.413526184186,0.107340649871,0.298135546953,0.064275911746,0.298302372571,0.413761829239,0.186271601962,1.0
"Heck, Denny",wa,Democratic,-0.325,0.837358475,0.0,0.433129436362,0.0724775713552,0.429650465013,0.579258099877,0.293451175498,0.301719896726,0.0697243237237,0.290314219848,0.474903702232,0.196677985416,0.319951122126,0.0640914576603,0.318282933371,0.457426417301,0.19600092818,0.695324005891
"Rush, Bobby",il,Democratic,-0.481,0.198009744,0.0,0.593300001282,0.0720130717815,0.599257539531,0.694794912643,0.461954672739,0.372958875459,0.0739033697991,0.36985013412,0.54381747915,0.260356638251,0.362809321711,0.0661361428479,0.355849814777,0.487617964808,0.248148684068,0.884816753927
"Rothfus, Keith",pa,Republican,0.499,0.091389112,0.0,0.934418830139,0.0473997140676,0.93863554326,1.0,0.841806240184,0.646396452624,0.0831247683634,0.645070400373,0.800555574509,0.521000008824,0.720938491986,0.0926177005722,0.717935321856,0.88961088533,0.578907329318,0.984426764054
"Velazquez, Nydia",ny,Democratic,-0.546,0.975557089,0.0,0.621364013352,0.0561202404232,0.62129087128,0.727026305167,0.506921016807,0.0,0.0,0.0,0.0,0.0,0.00204022268529,0.00838236224115,0.0,0.0366426052232,0.0,1.0
"Hunter, Duncan",ca,Republican,0.511,1.863164067,0.0,0.558435571613,0.101589345009,0.546384427383,0.781177375815,0.404306096519,0.502638875101,0.0702776234432,0.500904835422,0.643243526151,0.394811796724,0.474807928745,0.0740592388703,0.472523786307,0.604401475333,0.35270759494,0.259814787449
"Gutierrez, Luis",il,Democratic,-0.485,0.036555644,0.0,0.537671313781,0.0730946055857,0.545067154189,0.657646892119,0.39052600379,0.242619387465,0.0874364823212,0.22557443139,0.462452736045,0.119221545817,0.309543421369,0.074140137181,0.306405460168,0.475559395826,0.16041305625,0.919132681721
"Courtney, Joe",ct,Democratic,-0.353,0.124898456,0.0,0.470807888327,0.0701586223971,0.467490566212,0.605907945423,0.35256474553,0.207688965832,0.076475918162,0.196214053054,0.386337788095,0.0925240665679,0.277430035978,0.0680826971311,0.276304684482,0.411016293494,0.147794709205,0.913756613757
"Byrne, Bradley",al,Republican,0.535,0.030463038,0.0,0.871581912819,0.0557364100413,0.874684434131,0.986126619126,0.75949198762,0.738193370167,0.0985427718615,0.73108956475,0.91316394226,0.596716891729,0.745143155039,0.0959210600538,0.740974571211,0.927641565564,0.601377937772,0.57905274786
"Swalwell, Eric",ca,Democratic,-0.369,1.329789639,0.0,0.416285329676,0.0728814154403,0.424326650943,0.535461821684,0.285721352857,0.252607917376,0.0662515430451,0.237260513762,0.415732119358,0.160107716868,0.23734299502,0.0683342023653,0.237502823695,0.379253319979,0.103994211862,0.779418604651
"Barletta, Lou",pa,Republican,0.274,2.381305218,0.0,0.721369566312,0.0517633986463,0.71894747499,0.821454999793,0.618390855596,0.73378096042,0.0956022299999,0.733780838334,0.908998630939,0.595681712382,0.725108222823,0.0872804222676,0.732875485242,0.878142736779,0.589036393707,0.258201817312
"Crowley, Joseph",ny,Democratic,-0.407,0.213241264,0.0,0.0952723311309,0.072426740734,0.0940209078546,0.219937324072,0.0,0.191741010413,0.08959291779,0.186205970222,0.375613880263,0.0483687148718,0.232736526725,0.0836988425174,0.239980988535,0.383741453074,0.0427874491363,0.415736397749
"Jackson Lee,",tx,Democratic,-0.459,1.173909187,0.0,0.105251002785,0.0892780293828,0.101729202066,0.304755099477,0.0,0.341645820165,0.0834170729561,0.330160128378,0.510169814613,0.200196999439,0.168403238621,0.0741661858672,0.167940784676,0.317405538759,0.0,0.85580940293
"Gosar, Paul",az,Republican,0.604,2.160502195,0.0,0.855908374671,0.0666557255062,0.861054232603,0.97904022824,0.716032847704,0.747669749435,0.107094329049,0.746771635268,0.971521079296,0.569530703677,0.780849567551,0.105590047379,0.787037338486,0.963955017447,0.609296420842,0.496065231819
"Kennedy, Joseph",ma,Democratic,-0.448,0.392310828,0.0,0.731805395653,0.0543673788642,0.73713929781,0.82261984327,0.613645339907,0.451712446935,0.0750743234676,0.448497667599,0.622681158699,0.325966746837,0.443138961833,0.0690494650698,0.445006943709,0.561152763334,0.317895009019,0.945054945055
"Jordan, Jim",oh,Republican,0.701,0.076157592,0.0,0.855597089886,0.0580265613516,0.857031158409,0.961941894756,0.745281020722,0.726636122628,0.10035237587,0.717782294959,0.922399292794,0.573471497221,0.750289755578,0.0942747505071,0.742896416593,0.915104430802,0.589318015201,0.5929544591
"Cook, Paul",ca,Republican,0.407,1.101775408,0.0,0.763549573738,0.0606132815216,0.7621065425,0.888957588358,0.634577867886,0.619891921227,0.083473525607,0.617505230648,0.769136083618,0.487897092012,0.632189537621,0.085472657722,0.634067856912,0.782102369332,0.486964299627,0.67051218534
"Vargas, Juan",ca,Democratic,-0.381,0.276626289,0.0,0.635876024238,0.0551854704108,0.639197339994,0.731727257579,0.508841104201,0.212473261834,0.0837462620394,0.199153126279,0.401770644914,0.0912351598663,0.255755894684,0.0806511928357,0.2562379107,0.416843003962,0.11168979556,1.0
"Huizenga, Bill",mi,Republican,0.64,1.877415538,0.0,0.806966473713,0.0602242214771,0.807227158505,0.925986081618,0.691611392191,0.559401177639,0.0818775522353,0.554428319548,0.747418045598,0.425153121394,0.590966459975,0.0822665758702,0.588800715332,0.738098922407,0.445511378807,0.920206536783
"McKinley, David",wv,Republican,0.291,1.562208652,0.0,0.72705697335,0.0631220714477,0.725100199668,0.841315780766,0.596325470348,0.591442796172,0.0795497400257,0.590978758598,0.729146723735,0.458939166391,0.589092437807,0.0766341252491,0.586962238467,0.723677772169,0.452004962277,0.640113202904
"Tipton, Scott",co,Republican,0.46,2.787441254,0.0,0.846332422455,0.0697702084207,0.85479254208,0.978518263409,0.70183936005,0.67795461816,0.105958193531,0.666467957886,0.882733357858,0.502664807108,0.67548984919,0.0999643830671,0.686584468714,0.860778193276,0.495657624614,0.667408078645
"Nadler, Jerrold",ny,Democratic,-0.509,0.304630369,0.0,0.39174681257,0.0689476489761,0.391957144097,0.524763594208,0.235114403641,0.0870642120281,0.0875760216293,0.0549163129682,0.26891256762,0.0,0.124124353586,0.0763363724181,0.125034532797,0.258510468975,0.0,0.934343434343
"Walz, Timothy",mn,Democratic,-0.28,0.67507273,0.0,0.802453991513,0.0534706993416,0.809097445584,0.897039436962,0.697694805913,0.293120020254,0.0849415964777,0.27990009647,0.499103700521,0.156829395993,0.314990428625,0.0679276796577,0.316613894296,0.444332341264,0.187613253137,1.0
"Ruppersberger, C.",md,Democratic,-0.303,0.03350934,0.0,0.834609066223,0.061925249068,0.839129252971,0.941979745702,0.705858317135,0.276036840831,0.0833209438503,0.262907604973,0.465792786602,0.148493058775,0.355363843144,0.0665022887447,0.359464134629,0.499577653232,0.228161922711,1.0
"Moore, Gwen",wi,Democratic,-0.528,0.638941765,0.0,0.2377691476,0.0738581005496,0.249845936793,0.360686928621,0.0830848769445,0.428061254552,0.0755231229314,0.424354522069,0.598929179214,0.30833999862,0.21859722346,0.0718701959347,0.2152486801,0.360317788864,0.08830798844,0.854013734312
"Hanabusa, Colleen",hi,Democratic,-0.377,0.143176273,0.0,0.443029365572,0.0582590996278,0.440683893362,0.534152232242,0.320349992015,0.545759896561,0.0800786753237,0.548209883167,0.689598285262,0.407890799834,0.40565171531,0.0659716649504,0.399792308769,0.537284039639,0.28566571029,0.541804864566
"Brady, Kevin",tx,Republican,0.518,0.951229632,0.0,0.550293311517,0.0595885201412,0.556375876826,0.65404242528,0.420745603446,0.789019258861,0.10814177716,0.783176597197,0.992130358413,0.610260635755,0.768160769346,0.0976271008937,0.760625596329,0.960093585316,0.612997228352,0.879218023843
"Rokita, Todd",in,Republican,0.593,0.525043249,0.0,0.675096058826,0.0776754985815,0.674381012608,0.822106271679,0.510283055433,0.592015029342,0.0815613420917,0.588908248161,0.765566388119,0.452837351249,0.608983778997,0.0801521261742,0.609170215291,0.751478595929,0.47752188811,0.394161633592
"Lowey, Nita",ny,Democratic,-0.39,0.167546704,0.0,0.460078770765,0.0687169748345,0.460201725672,0.596773611093,0.32535707826,0.0709186936262,0.0822440109933,0.0358060360307,0.25462950273,0.0,0.0954830000237,0.0622515060376,0.0963581794779,0.215102178492,0.0,0.989637305699
"Lewis, John",ga,Democratic,-0.587,0.435546428,0.0,0.587690267795,0.0534927836124,0.595055597413,0.67167060024,0.454975005832,0.120150998842,0.0749594692266,0.105620113059,0.290297535992,0.00953831418597,0.139164038252,0.0719119285024,0.135620341195,0.267536466687,0.0,1.0
"Womack, Steve",ar,Republican,0.328,0.483230591,0.0,0.914250617643,0.0564452151063,0.916996089621,1.0,0.790059723619,0.895215599675,0.0993404338736,0.897276585189,1.0,0.682404268109,0.882657025632,0.106291618816,0.898654677018,1.0,0.683759284059,0.283771884388
"Stivers, Steve",oh,Republican,0.302,1.348587632,0.0,0.699218333683,0.0607060291789,0.701900889613,0.80681021397,0.574528981326,0.658095338249,0.103340126596,0.649057991944,0.867466068403,0.470941605373,0.644587585599,0.0997825817337,0.636579265441,0.833097685524,0.466602394885,0.324706304827
"Culberson, John",tx,Republican,0.501,1.552134395,0.0,0.79051940388,0.0549644571246,0.798255242087,0.88323735229,0.674700022387,0.754727914406,0.0963125427907,0.736049838027,0.94140912117,0.616960122451,0.751522988267,0.0869289069134,0.743485867034,0.904162453661,0.615938416061,0.357352478776
"Bishop, Sanford",ga,Democratic,-0.289,0.045694556,0.0,0.582534177337,0.0635587965119,0.583307938592,0.705591591565,0.442246604601,0.469126198058,0.0786966264841,0.462201745847,0.623136014376,0.321985978887,0.468583288531,0.0762586664636,0.47278749878,0.602527995752,0.310459919714,0.573604060914
"Lucas, Frank",ok,Republican,0.36,3.680275202,0.0,0.870194246233,0.0710086323333,0.872131674832,1.0,0.727908606429,0.78733286872,0.107090191761,0.774428334621,1.0,0.622615129959,0.802272854378,0.10498462226,0.814047257859,0.968073789991,0.638335846193,0.419363917816
"Kuster, Ann",nh,Democratic,-0.259,0.31902948,0.0,0.321498211936,0.0693917125602,0.323965385543,0.450551476383,0.179325850958,0.255912263815,0.066324844564,0.244140886699,0.417215811274,0.152503467181,0.269821942163,0.0645167007797,0.26972321285,0.387539907075,0.141120256366,0.446586792979
"Visclosky, Peter",in,Democratic,-0.404,0.030463038,0.0,0.766464232557,0.0576041927444,0.768194107472,0.885464052781,0.647201483174,0.342924713284,0.0646481891293,0.337672510171,0.485622498813,0.232036529989,0.402812454205,0.0677966143773,0.396346613389,0.53165498525,0.288085657344,1.0
"Stewart, Chris",ut,Republican,0.517,0.764314771,0.0,0.919408976304,0.0548466104674,0.923417216684,1.0,0.799867189147,0.794193677828,0.108596732722,0.771844675585,1.0,0.611783313749,0.842743737861,0.100455511144,0.848931028372,1.0,0.677649719336,0.573529411765
"Higgins, Brian",ny,Democratic,-0.347,0.137083665,0.0,0.625894874164,0.0572165941287,0.625850884116,0.736165577236,0.511310940932,0.0886370735142,0.0744587907087,0.0706101697075,0.281247113377,0.0,0.153389685446,0.0692097138287,0.157538012088,0.272852797766,0.0205154483565,1.0
"Norcross, Donald",nj,Democratic,-0.38,0.0,0.0,0.68265360572,0.0546470808602,0.680499481994,0.790484683294,0.570811120522,0.0726032712156,0.086797093963,0.0421188480924,0.303674547421,0.0,0.112603076636,0.0744279781892,0.10380520024,0.277928304709,0.0,1.0
"Granger, Kay",tx,Republican,0.387,1.639233351,0.0,0.80527361823,0.0546504331864,0.815717664309,0.891621605007,0.699342792967,0.463409362537,0.0799948322226,0.45333429485,0.628712792938,0.331820267219,0.526196469916,0.0785593459851,0.530603344675,0.664514234154,0.377754433063,0.985483795319
"Serrano, Jose",ny,Democratic,-0.489,0.243704304,0.0,0.682054732731,0.0578102573853,0.683540512979,0.782477424572,0.550052950759,0.24606184231,0.0803800830734,0.228045760172,0.438246310775,0.1387603473,0.319192651002,0.0662438439498,0.316804692885,0.445654879737,0.196433864519,1.0
"Castor, Kathy",fl,Democratic,-0.438,0.121852152,0.0,0.44662646299,0.0783982914771,0.446000860188,0.592696598198,0.29604412653,0.231927866063,0.0789102709823,0.208781831969,0.398469398605,0.118479767495,0.242341796706,0.0704080450101,0.238165500476,0.373885265058,0.109317481401,0.791912937424
"Pallone, Frank,",nj,Democratic,-0.397,1.077275753,0.0,0.175988514239,0.0816572487607,0.180045206094,0.318883412976,0.00505802520139,0.260416055118,0.0985721847696,0.255576335367,0.457010555346,0.079577796905,0.262715489284,0.0886182276822,0.269865904094,0.436089993291,0.0732652895009,0.352849740933
"Esty, Elizabeth",ct,Democratic,-0.309,1.046812773,0.0,0.581389768363,0.0712841814761,0.583032906569,0.711355594736,0.42178369508,0.0522366115424,0.0765128087654,0.0118520151129,0.234908948938,0.0,0.0796195228883,0.0641040401111,0.077250197703,0.211797333947,0.0,1.0
"Kinzinger, Adam",il,Republican,0.27,0.768451393,0.0,0.820662847149,0.0570989950014,0.821203266493,0.929359038171,0.685231629709,0.650327897299,0.0919404086174,0.645040680696,0.836409889565,0.493647089784,0.66215881361,0.0875724213768,0.668264881683,0.814369414885,0.519241435994,0.765440103745
"DeGette, Diana",co,Democratic,-0.437,0.182778224,0.0,0.503536118089,0.0659226529312,0.506347521405,0.614171553795,0.37149425491,0.304570463531,0.0756478704857,0.296382371217,0.459650259084,0.184834511264,0.313694296724,0.0722520572198,0.314572165436,0.450858645855,0.175037610468,0.835159827261
"Denham, Jeff",ca,Republican,0.31,2.211299658,1.0,0.63031929381,0.0576645821157,0.634767265326,0.728071120799,0.511402247016,0.572975212934,0.0819978124526,0.569823295544,0.738141085878,0.443151006595,0.598928464252,0.0791827059675,0.605337677568,0.744873552167,0.461665041936,0.347417046927
"Roby, Martha",al,Republican,0.36,0.407072991,0.0,0.794466385672,0.0531148787439,0.794081885437,0.886730175401,0.68606205396,0.587203050642,0.0820929288236,0.580438033145,0.749220868731,0.453531034158,0.619109314493,0.0843271618826,0.613070346563,0.76179122153,0.474011804673,0.872641509434
"Latta, Robert",oh,Republican,0.515,3.503434658,0.0,0.832218393044,0.0535272914842,0.830472091569,0.930677051113,0.720772209784,0.761347303785,0.103252857668,0.754477859533,0.950776417084,0.580066960482,0.768702577531,0.107111717971,0.777537092617,0.966568063545,0.587888741858,0.433131522533
"Franks, Trent",az,Republican,0.753,1.494995236,0.0,0.972767033198,0.0391588101715,0.996056562411,1.0,0.853364056021,0.613856112021,0.0838805057826,0.604773539231,0.768117256321,0.483107037668,0.63180033277,0.0828304338833,0.637388873059,0.773937767494,0.487022077506,0.995575221239
"Chaffetz, Jason",ut,Republican,0.648,4.262804508,0.0,0.840339026882,0.0573166838944,0.847059110766,0.940865553034,0.729867666663,0.806038673314,0.114448942605,0.785196002352,1.0,0.614591192939,0.812382019565,0.103894430151,0.802822513372,1.0,0.636427907504,0.366549604917
"Schweikert, David",az,Republican,0.642,0.513693631,0.0,0.793956443746,0.0549657396345,0.796568757443,0.899136453872,0.678596791548,0.744739457564,0.0933717400683,0.740645117778,0.915734360201,0.582845342986,0.753354652547,0.0928808937601,0.749243750989,0.925065686282,0.595098708563,0.368871628725
"Harper, Gregg",ms,Republican,0.38,1.117031097,0.0,0.835998567609,0.0581100050178,0.842425146863,0.935298372441,0.716716201956,0.603546295519,0.090008261516,0.598989868968,0.772508624926,0.460105884784,0.614977591608,0.0885877478159,0.614071083523,0.79332334562,0.465937156107,0.867922260068
"Kind, Ron",wi,Democratic,-0.269,0.54470104,0.0,0.555427176465,0.0599294673845,0.559609989919,0.661246279489,0.443242815049,0.421318781821,0.0796488521141,0.406753304059,0.598752636399,0.281650688421,0.423523258065,0.068991034752,0.425391661059,0.563036308823,0.29560570465,0.64400720599
"Smith, Lamar",tx,Republican,0.423,2.789425611,0.0,0.761628859592,0.0682390994584,0.757680709476,0.882410316255,0.629107801616,0.715523959784,0.102984179612,0.713107965594,0.948405125336,0.538987418813,0.719544085487,0.100213240939,0.719271200441,0.924276288521,0.553426314318,0.307692307692
"Brooks, Susan",in,Republican,0.37,1.153042436,0.0,0.664559775511,0.0703259817538,0.664730768578,0.809066951169,0.514464628467,0.512405880131,0.0826635762112,0.510438753675,0.687829803377,0.379956807074,0.511472691218,0.0750932402763,0.509164205777,0.644386174909,0.374508032811,0.70297029703
"Smith, Adrian",ne,Republican,0.506,0.467999071,0.0,0.807109505336,0.0497377372985,0.80700254791,0.903072845721,0.712499154969,0.65441013548,0.0964007153943,0.649774058174,0.831406211334,0.502748856779,0.681714661171,0.0892443746151,0.686731359306,0.835503713686,0.522285291627,0.716474719446
"Pingree, Chellie",me,Democratic,-0.429,0.814145982,0.0,0.597963391645,0.0632891676862,0.597492417828,0.727487533271,0.475003782664,0.281683728157,0.0689959656598,0.264694625358,0.430278474091,0.180989553719,0.282804379482,0.064985303279,0.282685152593,0.398493288654,0.15919039292,0.990521327014
"Wilson, Frederica",fl,Democratic,-0.481,0.298462778,0.0,0.672089838512,0.0566984066257,0.67705616797,0.780205543389,0.564453202759,0.302503960749,0.0718838388155,0.294121084593,0.477026722272,0.188392538987,0.335920340137,0.0695047593045,0.332890262942,0.488093802016,0.216355709272,0.995575221239
"Johnson, Henry",ga,Democratic,-0.476,0.747671664,0.0,0.249678103673,0.0827726527573,0.253700067054,0.396776742858,0.0733707203213,0.23690653652,0.0710464704953,0.229476452478,0.390855599481,0.128610884907,0.213703432663,0.0723776062665,0.215808837725,0.347122439071,0.0827253542492,0.180193142467
"Carter, John",tx,Republican,0.466,1.26077795,0.0,0.906686325473,0.054998864625,0.907054281615,1.0,0.789314746472,0.593113808936,0.0834275777429,0.581066711666,0.75322349508,0.463341174183,0.644930936059,0.0824157341463,0.649186987338,0.800392304219,0.503554732153,0.978433402346
"Bera, Ami",ca,Democratic,-0.221,0.076157592,0.0,0.572144782917,0.054586365376,0.571044182638,0.664617002346,0.477998366955,0.37160269483,0.0719806840891,0.362104026614,0.526832284496,0.253672704118,0.381270029824,0.0707386489336,0.378142659674,0.521924921595,0.23769588329,0.891269937903
"Gowdy, Trey",sc,Republican,0.672,1.40032053,0.0,0.959908053982,0.0431377660567,0.973776730429,1.0,0.874881797361,0.851343492526,0.103060333339,0.846502725635,1.0,0.678226720071,0.863898393708,0.1066127116,0.856763741741,1.0,0.69119450499,0.578445512821
"Sanford, Mark",sc,Republican,0.642,0.391841471,0.0,0.710626052504,0.0549562481207,0.7132531248,0.817029917204,0.601277120313,0.59457624964,0.084547456851,0.594145324664,0.767283976929,0.458528129884,0.62272473622,0.0863826915622,0.617035901183,0.781146956993,0.48190123183,0.613216670504
"Wenstrup, Brad",oh,Republican,0.58,0.118065156,0.0,0.851151190902,0.049912632637,0.858447767659,0.93939849137,0.742334030565,0.688235876932,0.0909186992682,0.6817804378,0.867798085059,0.54981341182,0.717821980751,0.0930534357817,0.716683866451,0.883157975647,0.569695786834,0.714131607335
"Davis, Susan",ca,Democratic,-0.348,0.322908193,0.0,0.378577355759,0.0662451442589,0.379178208757,0.510398341889,0.240548307088,0.192736795939,0.0858039591348,0.182458429634,0.370966346864,0.0287455598944,0.184339444715,0.0823623687175,0.186911819132,0.350617118418,0.0303507772592,0.771879240163
"Gibbs, Bob",oh,Republican,0.446,0.59231019,0.0,0.750788819937,0.0688396615237,0.749756315727,0.879863256603,0.614946758561,0.761952951974,0.106826604659,0.756234895237,0.944163603511,0.590167103204,0.719016377651,0.0949150401793,0.719784362771,0.897341101143,0.559591953474,0.238036593948
"Speier, Jackie",ca,Democratic,-0.389,0.68124032,0.0,0.36708786463,0.0636557395292,0.373801477961,0.48751589681,0.244453973908,0.290041907967,0.072485717734,0.274806146837,0.466011785257,0.180528021291,0.280236750626,0.0671945301679,0.281248211592,0.404776485767,0.146518848582,0.500052664841
"Duncan, John",tn,Republican,0.599,0.340598673,0.0,0.885065806592,0.0515852164042,0.889127175554,0.978143515042,0.763125565502,0.415223178465,0.0827569266534,0.419219380601,0.605239445621,0.231207533567,0.477679419136,0.0787924840212,0.474544622372,0.633158939111,0.325898532461,1.0
"Hensarling, Jeb",tx,Republican,0.706,0.0,0.0,0.818748329329,0.0621071320485,0.811743648764,0.939571871585,0.701871654221,0.929459859692,0.0828215769885,0.990329595729,1.0,0.771209586694,0.896228866202,0.0963446971113,0.91757568121,1.0,0.733185218273,0.561475922452
"Scott, Robert",va,Democratic,-0.457,0.985886693,0.0,0.432904126359,0.0773116259318,0.436427904217,0.560869449702,0.286719624044,0.32009063605,0.088993107384,0.314370843522,0.520824793549,0.149068029899,0.272477341123,0.0704933487249,0.273373579313,0.406433333698,0.135811535349,0.565472458576
"Wagner, Ann",mo,Republican,0.447,1.675752759,0.0,0.890030326944,0.056802724825,0.888717705794,1.0,0.76591298479,0.700133475541,0.0933684607209,0.699393290116,0.869750284896,0.542602331476,0.732646538766,0.0964233630744,0.734775855074,0.905628929755,0.564324964422,0.800303674461
"Roskam, Peter",il,Republican,0.438,1.718815446,0.0,0.892240331682,0.0523213482645,0.896985023555,0.996104850896,0.771770654806,0.714147646168,0.102489770037,0.713256186724,0.909024199815,0.56003010626,0.737785824172,0.0934369742723,0.741740191905,0.891325252472,0.587017998454,0.738591060457
"Blumenauer, Earl",or,Democratic,-0.43,3.330415487,0.0,0.442034086826,0.0856674221941,0.452985641675,0.576900368571,0.247911581297,0.198730629275,0.0847479390737,0.180160505369,0.393613428401,0.0729731941453,0.257485899839,0.0738773311731,0.256252208515,0.376674370644,0.119369422425,0.852820659424
"Nunes, Devin",ca,Republican,0.449,0.955423653,0.0,0.74199860952,0.0523853181597,0.746668987867,0.836074470531,0.620260062845,0.51164567408,0.103781555726,0.506104094224,0.752753488981,0.3406204917,0.529424213303,0.103215785747,0.522030801673,0.736493669459,0.352101539305,0.848034534893
"Cleaver, Emanuel",mo,Democratic,-0.458,0.282718897,0.0,0.671319891241,0.0539067694993,0.678268590458,0.767780053736,0.558847775021,0.453209363621,0.0830751775025,0.447929354456,0.617919202827,0.297826974543,0.490576543075,0.0852789047685,0.485130021831,0.653595242442,0.331600783546,0.88658445441
"McCaul, Michael",tx,Republican,0.443,1.555682063,0.0,0.766615086146,0.0932202620263,0.758650685495,0.953568768281,0.584323268629,0.637821940683,0.0887109099103,0.632207483448,0.817523481617,0.502247127666,0.636456160429,0.0848197001649,0.635450564341,0.798217398602,0.487850387655,0.501819866323
"Cramer, Kevin",nd,Republican,0.375,1.182568431,0.0,0.858855816726,0.0473089867135,0.858199357512,0.952139542276,0.761519283411,0.70691359738,0.0985476104453,0.700295051165,0.887178019204,0.555149464604,0.718883137287,0.0921803623721,0.732093332635,0.882023967043,0.54912142797,0.67587543054
"Thompson, Bennie",ms,Democratic,-0.519,1.045977116,0.0,0.793213288746,0.0852278784916,0.789076579802,0.968438135777,0.61811437775,0.703206703459,0.137508570602,0.708891610182,0.897911806672,0.420916847085,0.46747198075,0.0716206296124,0.463444972547,0.608360817646,0.340754310288,0.351735491837
"Kelly, Mike",pa,Republican,0.319,0.784184337,0.0,0.758079457893,0.0659855839344,0.764157509552,0.875870311822,0.618562380654,0.776112115808,0.098717276957,0.762377928851,0.98236750721,0.614438430177,0.793879883001,0.102666130531,0.792548918223,0.97149472568,0.637329708519,0.213704805279
"Wasserman Schultz,",fl,Democratic,-0.44,1.396355629,0.0,0.304707588392,0.0687283173142,0.305172476019,0.429679628545,0.184644904416,0.267830718071,0.080648268434,0.251453421948,0.447862484766,0.138938240253,0.23574580034,0.0703425475509,0.236744894557,0.373055200528,0.109115458746,0.298356639788
"Adams, Alma",nc,Democratic,-0.47,0.0,0.0,0.441399454578,0.0752948311659,0.440058777943,0.577984995171,0.306954448391,0.238935959288,0.0821954101535,0.227833323879,0.430692411947,0.120368058756,0.274306392727,0.0728437937946,0.275908332051,0.415665272109,0.137302775072,0.813595706619
"Quigley, Mike",il,Democratic,-0.319,0.322320849,0.0,0.174135156677,0.0798694920241,0.190359602041,0.2934227284,0.0,0.31387953855,0.0761976904043,0.304205037455,0.48955784075,0.196164321601,0.277047158925,0.0648788395315,0.281553688797,0.392568558869,0.152497780854,0.608910891089
"Cardenas, Tony",ca,Democratic,-0.373,0.261982143,0.0,0.500916751944,0.0624168444472,0.504864431984,0.610478598798,0.373058430691,0.266478302256,0.0849905249556,0.246447468537,0.463754338598,0.149077691104,0.296223500597,0.0668968126721,0.297877363847,0.421391795232,0.161281120047,0.85425204918
"Black, Diane",tn,Republican,0.589,2.404110909,0.0,0.740523381833,0.0513786744167,0.739313135592,0.831941839785,0.631861600627,0.791952974566,0.112184152451,0.780739838279,1.0,0.603503421221,0.799675053875,0.113255975302,0.778799824104,1.0,0.632557415881,0.369369784703
"Hastings, Alcee",fl,Democratic,-0.567,0.198009744,0.0,0.0210388464074,0.0346044754542,0.0,0.106955985485,0.0,0.325978662933,0.0675862852704,0.320163114869,0.484909871041,0.216706565008,0.286930530136,0.0660631816978,0.286789525346,0.409733029971,0.158237759184,1.0
"Lipinski, Daniel",il,Democratic,-0.241,0.652896285,0.0,0.636108783766,0.0518493726316,0.641130576293,0.722617094288,0.534418338077,0.469315981774,0.0755877401589,0.466384355671,0.638284912288,0.346642028024,0.456607993782,0.0695334449128,0.457907399558,0.574694240869,0.323919948262,0.80967225778
"Calvert, Ken",ca,Republican,0.345,1.881499171,0.0,0.769465173203,0.0606117372947,0.769862492619,0.88819900052,0.628345493251,0.613385641426,0.0855187424845,0.615929100517,0.781186601119,0.471566649802,0.617641829642,0.0802706115251,0.617192886238,0.753392161086,0.479089602362,0.718737027812
"Peters, Scott",ca,Democratic,-0.178,0.793861866,0.0,0.522986041842,0.070607053308,0.527524638867,0.646018867316,0.399431984726,0.344708800031,0.0989055934605,0.340835538636,0.575887840575,0.173723530455,0.342225295215,0.101330443162,0.332109684185,0.549882534582,0.149228967954,0.746615511099
"Matsui, Doris",ca,Democratic,-0.444,0.274167329,0.0,0.557637438725,0.0812257561515,0.554555015081,0.723051706513,0.384600683558,0.204803836983,0.106125699524,0.17369229185,0.426034557398,0.0562667193189,0.289902463331,0.0722507766132,0.288908277341,0.437463754866,0.150752238605,0.932736980792
"Reichert, David",wa,Republican,0.214,2.992509604,1.0,0.63606020877,0.0486663223015,0.637895858684,0.722188660379,0.542670816488,0.343479723114,0.0889659362507,0.334799661793,0.530950306692,0.196217382095,0.354425714386,0.0821735515986,0.341562603151,0.535922402184,0.220730915351,0.960878090774
"McNerney, Jerry",ca,Democratic,-0.258,0.368602753,0.0,0.44833127801,0.0739708393358,0.455248722845,0.574399159134,0.29785025979,0.310628058448,0.0815291497253,0.29883707989,0.478024062128,0.17575144976,0.318950753937,0.0795489559629,0.325211773152,0.487643191546,0.16636474053,0.621590909091
"DeLauro, Rosa",ct,Democratic,-0.421,0.563566208,0.0,0.175322668581,0.0807564800774,0.176028346765,0.312946873728,0.0142448451343,0.0635018359676,0.0792784502905,0.026732714997,0.244667336991,0.0,0.0307891677921,0.0469474456318,0.0,0.156258539177,0.0,0.587462587296
"Smith, Jason",mo,Republican,0.614,0.549465597,0.0,0.925772489052,0.0571689155999,0.928512643748,1.0,0.802267775702,0.773009563233,0.108092953247,0.775884337712,0.976145978229,0.595522666323,0.778604403432,0.100097078496,0.770721982372,0.954362711983,0.632898385592,0.667225125653
