Name,State,Party,DW-Nominate,Legislative Efficacy Score,Misalignment,CR_mean,CR_std,CR_median,CR_97.5,CR_2.5,PR_mean,PR_std,PR_median,PR_97.5,PR_2.5,Combine_mean,Combine_std,Combine_median,Combine_97.5,Combine_2.5
"Neal, Richard E.",ma,Democratic,-0.417,0.137083665,0.0,0.543103115765,0.0611135392419,0.539691272986,0.657565654386,0.420211410309,0.295734722147,0.0663464741779,0.297306013792,0.424011460491,0.172123506873,0.298135546953,0.064275911746,0.298302372571,0.413761829239,0.186271601962
"Heck, Denny",wa,Democratic,-0.325,0.837358475,0.0,0.351881105895,0.0686679696265,0.34938827277,0.496392839899,0.23027800374,0.367735171671,0.069286543511,0.358696800392,0.50422015178,0.246408204593,0.319951122126,0.0640914576603,0.318282933371,0.457426417301,0.19600092818
"Rush, Bobby L.",il,Democratic,-0.481,0.198009744,0.0,0.459847469868,0.0640773038779,0.452025140588,0.592721759655,0.356420647897,0.413018489633,0.0622167729974,0.405185846177,0.5501008162,0.31555766241,0.362809321711,0.0661361428479,0.355849814777,0.487617964808,0.248148684068
"Rothfus, Keith J.",pa,Republican,0.499,0.091389112,0.0,0.783438439421,0.0688621410533,0.770619074822,0.92574884965,0.687398066155,0.740173152409,0.0686341106933,0.721222464965,0.881620045214,0.641613044893,0.720938491986,0.0926177005722,0.717935321856,0.88961088533,0.578907329318
"Velazquez, Nydia M.",ny,Democratic,-0.546,0.975557089,0.0,0.54962576403,0.0464970332385,0.541378537372,0.647840991386,0.465513734823,4.63190499952e-05,0.000646810332733,0.0,0.0,0.0,0.00204022268529,0.00838236224115,0.0,0.0366426052232,0.0
"Hunter, Duncan D.",ca,Republican,0.511,1.863164067,0.0,0.38158748058,0.069807664994,0.377849899224,0.531368529886,0.248462188645,0.571002252904,0.0618915841662,0.572416763655,0.687427043133,0.460612955079,0.474807928745,0.0740592388703,0.472523786307,0.604401475333,0.35270759494
"Gutierrez, Luis V.",il,Democratic,-0.485,0.036555644,0.0,0.463174484247,0.065875305798,0.455240669105,0.616967494074,0.362492567245,0.326473232055,0.0744743743919,0.319025467625,0.515744049273,0.213260451492,0.309543421369,0.074140137181,0.306405460168,0.475559395826,0.16041305625
"Courtney, Joe",ct,Democratic,-0.353,0.124898456,0.0,0.357080391149,0.0606472949285,0.350099730346,0.487013003543,0.258827813233,0.295965139062,0.0681000265648,0.293602470763,0.44241020776,0.182442348552,0.277430035978,0.0680826971311,0.276304684482,0.411016293494,0.147794709205
"Byrne, Bradley",al,Republican,0.535,0.030463038,0.0,0.670761874876,0.0657433109289,0.657491461837,0.813753940954,0.567565923305,0.759547542031,0.0683524951903,0.745861462552,0.90090859181,0.661959190209,0.745143155039,0.0959210600538,0.740974571211,0.927641565564,0.601377937772
"Swalwell, Eric",ca,Democratic,-0.369,1.329789639,0.0,0.278915472433,0.0661069741678,0.275912902611,0.417950122501,0.17442274435,0.310364187686,0.0647914510842,0.302720847136,0.458405396435,0.211920255345,0.23734299502,0.0683342023653,0.237502823695,0.379253319979,0.103994211862
"Barletta, Lou",pa,Republican,0.274,2.381305218,0.0,0.560326023027,0.0627011949089,0.54917221907,0.694037846239,0.458808071643,0.774449315598,0.0701877785576,0.755129761475,0.92248853203,0.668871854852,0.725108222823,0.0872804222676,0.732875485242,0.878142736779,0.589036393707
"Crowley, Joseph",ny,Democratic,-0.407,0.213241264,0.0,0.13936359835,0.0754813290263,0.137025391177,0.281813771441,0.00128737946301,0.254929378733,0.0806500965963,0.243382848838,0.418216322775,0.123141666944,0.232736526725,0.0836988425174,0.239980988535,0.383741453074,0.0427874491363
"Jackson Lee, Sheila",tx,Democratic,-0.459,1.173909187,0.0,0.110490601755,0.0831355392231,0.105602019635,0.275138139782,0.0,0.360972607182,0.061706615261,0.350400548924,0.499448915021,0.25344522913,0.168403238621,0.0741661858672,0.167940784676,0.317405538759,0.0
"Gosar, Paul A.",az,Republican,0.604,2.160502195,0.0,0.663891454646,0.0701782824269,0.662769642129,0.81227461842,0.52861323771,0.792056846487,0.0743666546169,0.779358995616,0.954740994972,0.676511099839,0.780849567551,0.105590047379,0.787037338486,0.963955017447,0.609296420842
"Kennedy, Joseph P., III",ma,Democratic,-0.448,0.392310828,0.0,0.52820396132,0.0615796337685,0.526474930126,0.648334638412,0.424067210847,0.54909090864,0.0648556196091,0.54425870107,0.676142886607,0.436291227803,0.443138961833,0.0690494650698,0.445006943709,0.561152763334,0.317895009019
"Jordan, Jim",oh,Republican,0.701,0.076157592,0.0,0.657347523496,0.0632342469395,0.651239620744,0.786322420904,0.55956405255,0.735799705305,0.0671012105654,0.722378399932,0.862882753217,0.626443752906,0.750289755578,0.0942747505071,0.742896416593,0.915104430802,0.589318015201
"Cook, Paul",ca,Republican,0.407,1.101775408,0.0,0.551002242002,0.0635035109742,0.546652409579,0.681535305802,0.452315608777,0.657314284292,0.0643074936132,0.654341284947,0.783052638306,0.546241430137,0.632189537621,0.085472657722,0.634067856912,0.782102369332,0.486964299627
"Vargas, Juan",ca,Democratic,-0.381,0.276626289,0.0,0.474107682705,0.0572208904763,0.469852951803,0.610193273486,0.371324113671,0.291288163184,0.0843426611543,0.277380804261,0.473663238842,0.142516272514,0.255755894684,0.0806511928357,0.2562379107,0.416843003962,0.11168979556
"Huizenga, Bill",mi,Republican,0.64,1.877415538,0.0,0.623840311119,0.063184296344,0.613645233223,0.766035716708,0.521089836893,0.650630091907,0.0641584160554,0.646034787243,0.792096773186,0.548965188392,0.590966459975,0.0822665758702,0.588800715332,0.738098922407,0.445511378807
"McKinley, David B.",wv,Republican,0.291,1.562208652,0.0,0.563722410523,0.0698726546682,0.558299000947,0.712563317342,0.44130239871,0.626269237198,0.062395609078,0.619717757705,0.760218161558,0.527881823657,0.589092437807,0.0766341252491,0.586962238467,0.723677772169,0.452004962277
"Tipton, Scott R.",co,Republican,0.46,2.787441254,0.0,0.660716307868,0.0672957458915,0.653855152759,0.794209279571,0.549476126667,0.672824285331,0.0821059618205,0.666700116578,0.834567602347,0.539954030001,0.67548984919,0.0999643830671,0.686584468714,0.860778193276,0.495657624614
"Nadler, Jerrold",ny,Democratic,-0.509,0.304630369,0.0,0.347626460642,0.0568780782574,0.341494359713,0.480282794839,0.252798885421,0.134982620974,0.075489249352,0.127771990034,0.289097139247,0.0,0.124124353586,0.0763363724181,0.125034532797,0.258510468975,0.0
"Walz, Timothy J.",mn,Democratic,-0.28,0.67507273,0.0,0.552486828874,0.0602137041861,0.5490703743,0.674894832074,0.441154636882,0.345925040284,0.0689351417178,0.34610719843,0.467148143812,0.204622703395,0.314990428625,0.0679276796577,0.316613894296,0.444332341264,0.187613253137
"Ruppersberger, C. A. Dutch",md,Democratic,-0.303,0.03350934,0.0,0.624936694381,0.0688920395998,0.612620077046,0.78782830234,0.503917525272,0.382612058582,0.0619847155793,0.37280749401,0.516778140508,0.271306565048,0.355363843144,0.0665022887447,0.359464134629,0.499577653232,0.228161922711
"Moore, Gwen",wi,Democratic,-0.528,0.638941765,0.0,0.206063317536,0.0731100469895,0.20442378689,0.35540305642,0.0842039631495,0.509827071981,0.066296366006,0.502937175707,0.62851556219,0.39673285788,0.21859722346,0.0718701959347,0.2152486801,0.360317788864,0.08830798844
"Hanabusa, Colleen",hi,Democratic,-0.377,0.143176273,0.0,0.329365096763,0.0635314210773,0.325348642851,0.464848287536,0.224420381457,0.615938740283,0.0661391581551,0.606739036802,0.765883001996,0.514255354957,0.40565171531,0.0659716649504,0.399792308769,0.537284039639,0.28566571029
"Brady, Kevin",tx,Republican,0.518,0.951229632,0.0,0.515130197946,0.0662350596659,0.507438583083,0.649386124106,0.410706206796,0.769984487283,0.072708315154,0.749651505053,0.934926682522,0.667981491187,0.768160769346,0.0976271008937,0.760625596329,0.960093585316,0.612997228352
"Rokita, Todd",in,Republican,0.593,0.525043249,0.0,0.500618949695,0.0695400432024,0.497381905577,0.658043736788,0.374180676389,0.657234426118,0.0639922264085,0.649648949721,0.791686922842,0.561033866849,0.608983778997,0.0801521261742,0.609170215291,0.751478595929,0.47752188811
"Lowey, Nita M.",ny,Democratic,-0.39,0.167546704,0.0,0.325182146587,0.0584652031608,0.325166643679,0.441204288254,0.23136179351,0.129356874633,0.0735447309793,0.126877453731,0.2755942311,0.0125348508891,0.0954830000237,0.0622515060376,0.0963581794779,0.215102178492,0.0
"Lewis, John",ga,Democratic,-0.587,0.435546428,0.0,0.470876875948,0.0532031725989,0.465622234108,0.584047215401,0.381280564764,0.0988612362568,0.0675616972248,0.0968996285447,0.230968066572,0.0,0.139164038252,0.0719119285024,0.135620341195,0.267536466687,0.0
"Womack, Steve",ar,Republican,0.328,0.483230591,0.0,0.662520244706,0.0574570583377,0.659985507377,0.769753301437,0.561330709662,0.912317846884,0.0735999290369,0.905692496919,1.0,0.770162097725,0.882657025632,0.106291618816,0.898654677018,1.0,0.683759284059
"Stivers, Steve",oh,Republican,0.302,1.348587632,0.0,0.453456913481,0.0586850172297,0.445767225278,0.570262813789,0.353461989751,0.669974448839,0.0686812265583,0.663367875857,0.806829731651,0.544219380992,0.644587585599,0.0997825817337,0.636579265441,0.833097685524,0.466602394885
"Culberson, John Abney",tx,Republican,0.501,1.552134395,0.0,0.594873450459,0.0600112527794,0.592984810949,0.705632735116,0.496374506963,0.76629851043,0.0692500274086,0.753657160539,0.915600889359,0.660299876546,0.751522988267,0.0869289069134,0.743485867034,0.904162453661,0.615938416061
"Bishop, Sanford D., Jr.",ga,Democratic,-0.289,0.045694556,0.0,0.438155055567,0.0621951046065,0.432995327869,0.588766854873,0.330905674057,0.482630738034,0.0631210801458,0.478155221384,0.619956354152,0.367693782188,0.468583288531,0.0762586664636,0.47278749878,0.602527995752,0.310459919714
"Lucas, Frank D.",ok,Republican,0.36,3.680275202,0.0,0.676279651076,0.0684597428611,0.664834767011,0.826029390868,0.56928106823,0.813771918133,0.0741675499948,0.807149497058,0.968514684278,0.697559109624,0.802272854378,0.10498462226,0.814047257859,0.968073789991,0.638335846193
"Kuster, Ann M.",nh,Democratic,-0.259,0.31902948,0.0,0.267881211099,0.0641859011553,0.270809292984,0.404354207556,0.15440904222,0.287046521137,0.0634548330273,0.284481123381,0.41610310954,0.17354457465,0.269821942163,0.0645167007797,0.26972321285,0.387539907075,0.141120256366
"Visclosky, Peter J.",in,Democratic,-0.404,0.030463038,0.0,0.600437038323,0.0616646360548,0.598898207504,0.729507870116,0.496765197934,0.421344129536,0.0620205795235,0.421179076205,0.554780494968,0.306934562445,0.402812454205,0.0677966143773,0.396346613389,0.53165498525,0.288085657344
"Stewart, Chris",ut,Republican,0.517,0.764314771,0.0,0.710158764879,0.0621563014838,0.697136421238,0.83745272818,0.605182148136,0.832761280531,0.0736497036389,0.817736694519,1.0,0.71492746966,0.842743737861,0.100455511144,0.848931028372,1.0,0.677649719336
"Higgins, Brian",ny,Democratic,-0.347,0.137083665,0.0,0.365191438341,0.0701997347698,0.358688743467,0.499860705884,0.229801146324,0.20834949058,0.071695898107,0.204367539298,0.348989658042,0.0926705956118,0.153389685446,0.0692097138287,0.157538012088,0.272852797766,0.0205154483565
"Norcross, Donald",nj,Democratic,-0.38,0.0,0.0,0.484835637909,0.0620945840625,0.482568145433,0.624564226631,0.38671395375,0.133140362482,0.086468834693,0.120248818209,0.311460756116,0.0,0.112603076636,0.0744279781892,0.10380520024,0.277928304709,0.0
"Granger, Kay",tx,Republican,0.387,1.639233351,0.0,0.60946387932,0.0578803182722,0.605651140936,0.732781933059,0.504740837422,0.519433348464,0.0659746942652,0.51889065301,0.653569151871,0.403580274291,0.526196469916,0.0785593459851,0.530603344675,0.664514234154,0.377754433063
"Serrano, Jose E.",ny,Democratic,-0.489,0.243704304,0.0,0.528295710535,0.064379032015,0.522930510079,0.671832067184,0.428817633727,0.352530131441,0.0672261791262,0.34442875181,0.500389201581,0.241701903277,0.319192651002,0.0662438439498,0.316804692885,0.445654879737,0.196433864519
"Castor, Kathy",fl,Democratic,-0.438,0.121852152,0.0,0.323677490234,0.067631945479,0.321046408582,0.478326595881,0.210447334716,0.268143005551,0.0670732753754,0.266818178263,0.412509150494,0.158777683912,0.242341796706,0.0704080450101,0.238165500476,0.373885265058,0.109317481401
"Pallone, Frank, Jr.",nj,Democratic,-0.397,1.077275753,0.0,0.188508472697,0.0718877565433,0.178180173884,0.35074073222,0.0630551575763,0.271898563865,0.0862330857119,0.265728813929,0.465390999134,0.113572927224,0.262715489284,0.0886182276822,0.269865904094,0.436089993291,0.0732652895009
"Esty, Elizabeth H.",ct,Democratic,-0.309,1.046812773,0.0,0.431234514994,0.0610522321406,0.426435995722,0.563477216888,0.324128704431,0.108009894796,0.0745480987353,0.101492871709,0.257117836699,0.0,0.0796195228883,0.0641040401111,0.077250197703,0.211797333947,0.0
"Kinzinger, Adam",il,Republican,0.27,0.768451393,0.0,0.634805904579,0.064813862302,0.629333979232,0.767523010906,0.533324080688,0.702105178641,0.0711173086278,0.696798053903,0.86254819636,0.587653330938,0.66215881361,0.0875724213768,0.668264881683,0.814369414885,0.519241435994
"DeGette, Diana",co,Democratic,-0.437,0.182778224,0.0,0.420040340254,0.0661428867194,0.41427906353,0.550802566733,0.309281070298,0.321046993763,0.0691743152907,0.316968375668,0.462726554738,0.212053361731,0.313694296724,0.0722520572198,0.314572165436,0.450858645855,0.175037610468
"Denham, Jeff",ca,Republican,0.31,2.211299658,1.0,0.467239447612,0.0597212031914,0.469338523097,0.592423139701,0.362577492294,0.631585121611,0.0614480319064,0.62348471672,0.766794062379,0.52732096728,0.598928464252,0.0791827059675,0.605337677568,0.744873552167,0.461665041936
"Roby, Martha",al,Republican,0.36,0.407072991,0.0,0.632007597114,0.065243616799,0.626386924258,0.774329182839,0.528481844877,0.631031310926,0.0638727566407,0.624011540761,0.751150676122,0.525035747535,0.619109314493,0.0843271618826,0.613070346563,0.76179122153,0.474011804673
"Latta, Robert E.",oh,Republican,0.515,3.503434658,0.0,0.655753204573,0.0576885716005,0.65393950817,0.771486490374,0.555050510904,0.775293390852,0.069057854872,0.76646811642,0.919856716199,0.66228189115,0.768702577531,0.107111717971,0.777537092617,0.966568063545,0.587888741858
"Franks, Trent",az,Republican,0.753,1.494995236,0.0,0.788019434319,0.0859187920517,0.777370980809,1.0,0.647398476945,0.656415345903,0.0664897339245,0.642597102717,0.784006730253,0.558322669279,0.63180033277,0.0828304338833,0.637388873059,0.773937767494,0.487022077506
"Chaffetz, Jason",ut,Republican,0.648,4.262804508,0.0,0.637615784873,0.0611520009805,0.629587296333,0.752246273571,0.544153226886,0.796539727587,0.075737411688,0.781446612485,0.950003171227,0.670409325493,0.812382019565,0.103894430151,0.802822513372,1.0,0.636427907504
"Schweikert, David",az,Republican,0.642,0.513693631,0.0,0.595627725007,0.0559659768694,0.589445306891,0.711851909558,0.506023255796,0.77872911943,0.071750776379,0.769068275185,0.94212680691,0.65581581926,0.753354652547,0.0928808937601,0.749243750989,0.925065686282,0.595098708563
"Harper, Gregg",ms,Republican,0.38,1.117031097,0.0,0.611164727866,0.0604960691225,0.600147315921,0.734624227211,0.506558971167,0.62341404306,0.0629891197634,0.620854473799,0.75995074168,0.515041625108,0.614977591608,0.0885877478159,0.614071083523,0.79332334562,0.465937156107
"Kind, Ron",wi,Democratic,-0.269,0.54470104,0.0,0.475547546319,0.0602141219528,0.474361685767,0.604958173927,0.369876049683,0.408640167258,0.0663952816536,0.402031078504,0.539173094191,0.296650871379,0.423523258065,0.068991034752,0.425391661059,0.563036308823,0.29560570465
"Smith, Lamar",tx,Republican,0.423,2.789425611,0.0,0.626256171606,0.0661388715611,0.617875798291,0.762273461432,0.51911818749,0.753666409312,0.0772849667145,0.749179914945,0.909385220598,0.62629837061,0.719544085487,0.100213240939,0.719271200441,0.924276288521,0.553426314318
"Brooks, Susan W.",in,Republican,0.37,1.153042436,0.0,0.514847719028,0.0593432769168,0.513802667118,0.629935430018,0.403090645379,0.585923272312,0.0627265949113,0.57905324058,0.712995874475,0.478407603003,0.511472691218,0.0750932402763,0.509164205777,0.644386174909,0.374508032811
"Smith, Adrian",ne,Republican,0.506,0.467999071,0.0,0.57605087779,0.0588613824072,0.569998074276,0.693198757152,0.471525702238,0.704011977436,0.0681524145613,0.692307123874,0.840072088479,0.584780200045,0.681714661171,0.0892443746151,0.686731359306,0.835503713686,0.522285291627
"Pingree, Chellie",me,Democratic,-0.429,0.814145982,0.0,0.399761540921,0.064275920779,0.395497994338,0.533626337915,0.287664622361,0.297156968685,0.0660763192282,0.291451370272,0.439864236876,0.190708675937,0.282804379482,0.064985303279,0.282685152593,0.398493288654,0.15919039292
"Wilson, Frederica S.",fl,Democratic,-0.481,0.298462778,0.0,0.494431419775,0.0611972724381,0.493531267007,0.616570721944,0.387451548313,0.378620649367,0.0597721673197,0.37424441103,0.500915813539,0.272869279911,0.335920340137,0.0695047593045,0.332890262942,0.488093802016,0.216355709272
